Operation_ID,Job_ID,Work_Load,Processing_Rate
1,95,2,[0.5719077  7.81911121 1.61604301 5.66409282 2.59690132]
2,95,4,[7.79648593]
3,95,3,[3.60895064 6.65896775 5.6002228  1.76495887]
4,95,2,[2.5146012  1.97039454 5.88216416 7.71333132]
5,95,4,[6.64991199 3.99834275 1.52621173 4.5589437 ]
0,96,2,[6.7126948  2.55065313 3.72255053 7.58957698]
1,96,4,[3.59069558 2.99641595 7.53240746 5.80090213 4.72572621]
2,96,3,"[1.69309436 3.99246145 4.9095619  5.86907379 0.64247419 7.61769502
 6.91344248]"
3,96,3,[3.53000941 7.94938279 4.83795068 2.79489193 1.88221422]
4,96,3,[3.53441188 4.86656936 5.77515084 7.93401994]
5,96,3,"[5.79285592 0.64799771 6.78647367 4.73564099 3.96554668 7.72785076
 2.83280327]"
0,97,3,[3.55267365 7.72433798 6.54721145]
0,98,3,[6.75420649 4.73479248 5.52821236 1.64258707]
1,98,2,"[4.52049379 0.83753797 2.70280439 7.51795686 5.8792638  6.57116758
 1.95469067 3.64756554]"
2,98,3,[1.89077361 0.91226435 3.8572623  2.90028585 6.98187621]
3,98,4,[6.62365501 4.61394094 1.63985723 0.74712933 2.72122689 5.54002729]
0,99,2,"[7.8973459  1.8117175  2.94743903 4.68462609 3.77955421 5.74540856
 6.88940944]"
1,99,4,[2.67529661 6.69068105]
2,99,3,"[3.69865539 1.64965697 5.55594508 0.92792629 6.60404724 2.60145433
 4.71589341 7.50560272]"
3,99,4,"[0.83351777 3.59811322 5.64746108 6.82951152 7.81484726 4.57085027
 1.83835466]"
4,99,2,[2.63739453]
5,99,3,[4.87071197 3.73750059 5.917266   6.56063203]
6,99,4,[3.55103302]
